Orthogroup	cs.A	cs.B	cs.D
TraesCS1A02G085500	5.8218	1.548	3.6934
TraesCS1A02G085600	44.3136	50.0026	103.5174
TraesCS1A02G085700	0.862	0.6166	0
TraesCS1A02G085900	5.6434	0.1008	1.3492
TraesCS1A02G086000	0	0	0
TraesCS1A02G086100	0	0.0558	0.2552
TraesCS1A02G086200	2.3856	2.6506	3.2198
TraesCS1A02G086500	37.5034	19.7072	0
TraesCS1A02G086600	56.2302	37.8716	82.2478
TraesCS1A02G086800	0	0.011	9.627
TraesCS1A02G086900	1.3414	0.7846	1.4498
TraesCS1A02G087100	0.0524	0.003	0.0612
TraesCS1A02G087200	1.7414	0.7306	3.1516
TraesCS1A02G087300	0.2732	0.0208	3.1516
TraesCS1A02G087500	0.0146	0	1.2754
TraesCS1A02G087900	53.3462	0	0
TraesCS1A02G088000	0	0.0502	0
TraesCS1A02G088100	0	7.3722	0
TraesCS1A02G088200	6.8948	3.6866	9.8394
TraesCS1A02G088300	0	0.0048	0
TraesCS1A02G088400	0	0	0
TraesCS1A02G088600	0.8968	0	0
TraesCS1A02G088700	0	0	0.018
TraesCS1A02G088900	6.1044	2.1066	0
TraesCS1A02G089100	0.0474	0	9.6628
TraesCS1A02G089300	0.391	0.5124	0.186
TraesCS1A02G089400	1.2558	0.5124	5.8076
TraesCS1A02G089800	0.3164	0.083	0
TraesCS1A02G089900	0	50.7016	0
TraesCS1A02G090000	0	0	0
TraesCS1A02G090100	43.078	40.878	52.7518
TraesCS1A02G090300	15.8362	0	16.866
TraesCS1A02G090600	13.0222	3.3916	11.9418
TraesCS1A02G090800	0.0528	0.0206	0
TraesCS1A02G091100	64.4754	0	2.9478
TraesCS1A02G091200	0	5.9478	4.986
TraesCS1A02G091300	55.4034	39.4378	45.1792
TraesCS1A02G091400	0	2.654	0.0324
TraesCS1A02G091500	1.0714	0.1006	0
TraesCS1A02G091600	11.9654	6.9182	11.4062
TraesCS1A02G091700	0.3202	0	0
TraesCS1A02G092100	0.0178	0	0
TraesCS1A02G092200	0	0	0
TraesCS1A02G092700	0	0	0
TraesCS1A02G092900	971.93	574.323	922.5696
TraesCS1A02G093100	0	1.935	2.6704
TraesCS1A02G093200	0.7356	17.7106	0.0298
TraesCS1A02G093300	0.0486	0	0.5782
TraesCS1A02G093500	0.0156	0.0358	0
TraesCS1A02G093700	0.1534	0.174	7.2486
TraesCS1A02G093900	0	0	0
TraesCS1A02G094000	17.917	8.9114	14.3144
TraesCS1A02G094100	0.0554	0	0.0076
TraesCS1A02G094200	11.6002	0	9.0716
TraesCS1A02G094300	0	0	0
TraesCS1A02G094500	0.7116	0.2084	0.8752
TraesCS1A02G095000	0	0	0
TraesCS1A02G095100	48.8006	11.9256	22.5744
TraesCS1A02G095200	12.5864	6.7976	11.8588
TraesCS1A02G095300	0	0.1192	0
TraesCS1A02G095400	1.386	2.5962	10.231
TraesCS1A02G095500	1.3266	7.1762	1.6466
TraesCS1A02G095600	0.0488	0.0194	0.116
TraesCS1A02G095800	0	0	0
TraesCS1A02G096000	28.7652	0	32.526
TraesCS1A02G096100	17.971	6.3986	8.8434
TraesCS1A02G096200	0	0	0.1292
TraesCS1A02G096300	0.0318	0	0
TraesCS1A02G096500	0.014	379.647	0
TraesCS1A02G096600	10.9084	5.154	8.42
TraesCS1A02G096800	0	0	0
TraesCS1A02G097100	8.9092	4.8876	14.9792
TraesCS1A02G097200	15.3726	9.3142	8.5004
TraesCS1A02G097300	0.4408	0.1402	0.4126
TraesCS1A02G097400	107.0032	61.7824	112.7184
TraesCS1A02G097500	0	0	7.377
TraesCS1A02G097600	10.8936	2.5136	0.3276
TraesCS1A02G097700	110.5364	102.4748	112.9696
TraesCS1A02G098300	0.0694	0.2236	3.2726
TraesCS1A02G098600	46.4408	115.5904	38.3082
TraesCS1A02G098700	0.1272	0.1088	2.3254
TraesCS1A02G098900	0	0	0.0066
TraesCS1A02G099000	0	2.285	4.1308
TraesCS1A02G099300	24.356	11.5902	19.6792
TraesCS1A02G099400	13.965	22.496	33.2232
TraesCS1A02G099500	0.0052	0	0
TraesCS1A02G100000	2.397	1.6654	0
TraesCS1A02G100100	1.0166	0.0444	0
TraesCS1A02G100200	0.5236	1.6902	0.6656
TraesCS1A02G100300	0.3454	0	0.1672
TraesCS1A02G100400	3.0166	0.1054	0.1672
TraesCS1A02G100600	11.192	7.03	9.774
TraesCS1A02G100800	5.245	16.3076	5.8812
TraesCS1A02G101300	1.6438	0.0386	0.953
TraesCS1A02G101900	9.4426	6.3676	22.4548
TraesCS1A02G102200	1.7954	0.1786	1.5448
TraesCS1A02G102300	13.569	4.4948	9.9348
TraesCS1A02G102400	0	0	0
TraesCS1A02G102500	0.2476	0.139	37.7382
TraesCS1A02G102600	38.205	27.4888	28.0976
TraesCS1A02G102700	0.6708	0.2106	0.1206
TraesCS1A02G102800	0.2684	0.5666	0.3886
TraesCS1A02G102900	0.0128	0.2482	0.023
TraesCS1A02G103000	0	0	0
TraesCS1A02G103500	0.3592	0.0088	0.0206
TraesCS1A02G103600	0	0	8.0078
TraesCS1A02G104000	0	1.6686	0.1346
TraesCS1A02G104100	0	0	0
TraesCS1A02G104200	0	0	0.0046
TraesCS1A02G104300	0.0324	0.347	0.0246
TraesCS1A02G104600	0.2384	0.0892	0.0556
TraesCS1A02G104700	15.2234	7.073	0.0082
TraesCS1A02G104800	0	0.0036	0
TraesCS1A02G105300	2.0872	0	1.87
TraesCS1A02G105500	28.1796	12.3176	37.4282
TraesCS1A02G105600	23.5332	21.192	44.7308
