Orthogroup	cs.A	cs.B	cs.D
TraesCS1A02G078100	0.046	0	0
TraesCS1A02G078200	0	0.0105	0
TraesCS1A02G078400	0	0	0
TraesCS1A02G078600	0	0	0
TraesCS1A02G078700	0.71	8.316	1.167
TraesCS1A02G078800	1.755	15.8565	19.523
TraesCS1A02G078900	0.03	2.589	19.523
TraesCS1A02G079300	0.179	1.909	1.049
TraesCS1A02G079400	0.011	0	0.011
TraesCS1A02G079500	0	0	0.046
TraesCS1A02G079700	2.8005	25.8885	0
TraesCS1A02G079800	13.919	0	9.689
TraesCS1A02G080100	2.1945	2.0235	2.7735
TraesCS1A02G080200	16.9555	12.4765	9.8755
TraesCS1A02G080300	4.16	0	7.931
TraesCS1A02G080500	0	0.0525	0.385
TraesCS1A02G080600	0.269	0.0525	0
TraesCS1A02G080700	3.4175	0	0.0315
TraesCS1A02G081000	0	0	0
TraesCS1A02G081200	0.11	0.1445	0.364
TraesCS1A02G081300	26.2	21.273	0
TraesCS1A02G081400	2.0455	4.451	5.751
TraesCS1A02G081500	0.014	0.1695	0
TraesCS1A02G082000	1.1395	3.763	3.0405
TraesCS1A02G082200	0.932	1.4505	0
TraesCS1A02G082500	0.033	42.7565	45.811
TraesCS1A02G082600	22.7785	20.109	0
TraesCS1A02G082700	0	0	0.1155
TraesCS1A02G083000	3.602	0	7.9095
TraesCS1A02G083100	0	0.4125	1.008
TraesCS1A02G083300	0.902	0	2.519
TraesCS1A02G083400	80.504	69.6095	100.539
TraesCS1A02G083500	16.5945	0	0.01
TraesCS1A02G083600	0	0	0
TraesCS1A02G083700	0	0	0
TraesCS1A02G083800	0.0905	0.546	2.8295
TraesCS1A02G084000	0.0225	0.479	0
TraesCS1A02G084100	13.606	5.683	12.451
TraesCS1A02G084200	10.0725	11.9175	11.437
TraesCS1A02G084500	3.7285	0	7.5815
TraesCS1A02G084700	0	0	0
TraesCS1A02G085000	14.604	0	13.6
TraesCS1A02G085100	0	0	0
TraesCS1A02G085500	3.491	1.9015	3.0965
TraesCS1A02G085600	78.6935	145.234	197.2545
TraesCS1A02G085700	0.4165	0.869	0
TraesCS1A02G085900	3.1795	0.285	0.918
TraesCS1A02G086000	0	0	0
TraesCS1A02G086100	0	0.302	0.2705
TraesCS1A02G086200	2.465	2.899	3.058
TraesCS1A02G086500	28.6275	27.5895	0
TraesCS1A02G086600	47.932	48.9545	59.2825
TraesCS1A02G086800	0	0.013	7.799
TraesCS1A02G086900	1.8455	1.368	2.221
TraesCS1A02G087100	0.022	0.0075	0.0315
TraesCS1A02G087200	1.4505	2.2325	2.5885
TraesCS1A02G087300	0.2635	0.02	2.5885
TraesCS1A02G087500	0	0	1.0755
TraesCS1A02G087900	52.796	0	0
TraesCS1A02G088000	0	0.117	0
TraesCS1A02G088100	0	10.024	0
TraesCS1A02G088200	4.804	4.765	6.2865
TraesCS1A02G088300	0	0	0
TraesCS1A02G088400	0.0085	0	0
TraesCS1A02G088600	1.194	0	0
TraesCS1A02G088700	0	0	0
TraesCS1A02G088900	4.527	2.424	0
